var_0,var_1,var_2,var_3,var_4,var_5,var_6,quality
37,33,46,19,4,10,5,-21.177237071895807
10,4,34,11,52,42,21,3.304708763997032
47,31,29,49,29,50,30,37.73945296865631
9,29,28,3,9,16,15,4.439628985364868
42,43,21,36,12,6,44,-21.189315024024506
21,21,52,24,39,23,43,27.671193402470564
35,24,9,26,23,36,24,-10.58750469133759
5,28,42,5,18,40,10,-10.639276470152451
26,46,7,35,6,7,30,-21.18931501680275
52,24,28,37,14,28,34,19.69333431184195
51,40,39,31,49,25,9,10.211735181569981
28,52,21,37,4,51,35,-21.191506997267744
46,30,50,41,11,24,18,16.877910409108868
9,32,43,3,34,10,25,4.439628985364868
47,40,12,6,13,32,39,12.127519924590656
26,29,51,45,27,34,7,7.470091558747487
10,26,14,28,19,30,26,3.304708763997032
44,10,43,41,47,9,5,-10.664684912632794
13,43,51,15,14,17,18,16.509252257476952
34,41,36,39,11,30,28,16.86682910175259
11,49,14,4,39,38,25,4.865260069662167
27,9,41,50,35,38,4,3.7374218783947226
29,23,49,25,33,24,20,25.602507485066873
46,30,27,18,38,15,34,19.945248312874952
15,12,43,36,25,24,36,19.52929852516895
41,41,21,46,15,31,42,20.866328635677455
32,13,22,21,13,36,47,18.307761313294726
12,22,51,32,33,15,21,15.325990257394716
49,5,15,44,24,20,4,3.7373857383192695
44,41,3,11,45,30,4,4.7090971199668374e-05
34,24,13,49,17,45,7,7.470091691842269
19,50,30,44,7,16,31,-21.191885306175642
38,23,50,33,32,10,12,12.712813026770888
27,6,29,7,35,26,17,13.486676234716604
42,25,17,12,29,9,27,-10.587510920119632
17,18,52,20,31,10,12,12.712238082900017
48,44,27,23,45,28,4,3.7374195767546228
32,24,15,36,44,8,14,-21.189408440248688
9,25,22,27,26,42,37,1.6162606126649113
44,52,46,4,21,26,51,9.065226006807828
45,31,31,11,34,31,6,4.865260069662167
52,5,13,5,47,19,35,10.726493395116636
29,43,5,41,8,38,37,-10.58150838324112
46,6,5,33,9,12,17,6.106224344906627
9,45,36,40,14,9,10,-10.590307884777685
45,9,38,50,4,15,21,-21.191508123316773
10,27,28,51,8,38,51,-21.191044591688645
22,44,52,4,45,5,23,0.009777721559078845
20,27,41,44,27,18,4,3.7374197974651775
18,33,32,28,39,47,21,23.48939039668169
7,9,4,21,20,50,48,5.014935080269866e-05
30,32,52,10,15,25,30,3.304708763997032
5,34,39,23,44,5,19,4.635443133690522
52,19,30,15,23,25,43,24.070021711248636
14,42,48,14,12,38,42,16.145652800869524
39,16,25,33,14,35,33,19.693593016534354
47,13,46,24,12,28,6,6.215928528303257
3,4,25,20,43,6,33,-21.669437684404574
24,17,30,8,17,19,47,14.795911195362516
18,39,49,20,29,30,47,23.74492068711746
22,20,46,45,4,30,39,-21.19150754632775
8,10,11,10,30,16,39,3.304708763997032
33,36,16,30,24,46,10,11.391300342469192
50,6,43,24,5,43,16,-21.18804660800895
30,19,18,21,35,16,15,18.31824824087646
23,5,3,15,39,7,49,5.010442151727411e-05
34,12,33,32,24,13,31,17.1608735467027
7,20,46,6,11,32,16,7.916484779420618
25,37,48,23,11,35,14,15.710476551292137
14,38,50,33,51,19,33,18.185422002680877
26,50,16,45,18,15,42,19.796451751737862
23,41,19,7,34,20,15,13.443815650117925
33,31,52,52,11,16,47,16.76776731834273
9,49,24,13,39,52,40,1.6162606126649113
47,23,4,42,18,21,3,5.015032711606205e-05
4,40,35,30,8,23,29,-21.1754204056832
8,31,24,31,13,52,25,9.914919338936176
36,28,31,38,27,9,3,-11.18202013694835
39,16,13,48,48,15,47,16.795186063950684
44,22,44,18,14,51,9,10.21173553421616
15,11,44,36,41,24,38,19.518229818312967
39,49,20,24,30,21,37,26.071080557413783
40,3,39,17,44,8,36,-21.18937734067341
17,12,43,41,46,47,31,22.316692148067883
21,16,45,21,6,23,13,-10.587529757543344
33,20,26,19,52,13,28,17.161481233339824
26,13,18,10,26,38,47,3.304708763997032
15,33,40,51,31,9,22,-10.587541706370262
28,45,14,28,27,48,22,18.643417365557827
39,14,41,47,50,20,20,25.486676082083935
47,20,30,28,27,6,14,-21.18940844089121
37,26,17,40,32,34,14,16.564570894906318
36,35,22,29,36,3,12,5.009440187812209e-05
23,22,16,30,27,4,43,5.010433544514209e-05
28,22,27,3,29,32,16,4.204136291679013
49,40,28,35,42,4,24,5.010432806023466e-05
3,14,4,49,16,14,50,0.00868597551091825
37,34,16,38,20,49,40,21.295498404685915
36,36,23,22,21,34,4,3.7374195618506705
36,13,36,6,24,17,30,12.160789723833492
10,28,30,7,6,27,14,-21.19320355211581
18,34,37,15,34,21,17,21.11779574497888
26,7,43,49,19,22,6,6.215947763329244
45,18,6,34,21,12,4,-21.177236858630835
34,50,23,25,18,36,48,24.637767080936275
32,46,18,37,7,25,46,-21.191876477857903
47,41,44,46,23,10,4,3.722708844891899
42,4,43,11,36,20,23,4.865260069662167
39,22,19,26,50,41,9,10.21173515694394
37,7,49,33,24,8,27,-21.189315974517825
25,33,38,38,44,36,20,25.488661604887152
35,7,9,38,24,33,20,-10.587503552567815
20,50,30,22,27,48,30,26.440773225329778
6,43,21,36,39,42,49,0.009885207023657526
40,30,19,27,36,18,15,18.572582672527584
42,39,7,50,10,15,45,-21.18931502402192
40,20,24,4,15,31,51,9.065226006807828
18,48,15,42,28,20,10,11.391299801260558
31,52,24,40,50,8,11,-21.18766737379535
34,3,9,52,29,12,37,-21.189317598546705
15,21,12,31,31,48,28,15.585780091646175
27,35,30,21,40,30,48,32.42919153547744
6,11,18,7,40,52,5,0.009904772890123264
13,4,9,12,14,7,36,-21.189649851877903
30,6,41,35,28,25,6,6.2159084983373765
47,50,44,49,17,6,13,-21.18940844027168
39,28,45,38,49,43,6,6.215928432064337
40,49,9,10,15,25,17,-10.587567617896331
6,24,5,16,26,23,45,5.01401431794076e-05
14,13,50,28,23,17,3,1.6137557242408684
36,50,7,24,3,52,28,-21.189315024793583
30,35,31,25,16,44,52,21.841249593641397
11,9,35,8,51,51,5,4.756815399535092
11,35,24,21,25,9,23,-10.586738268534308
25,23,25,9,35,46,12,1.6162606126649113
26,5,44,35,13,43,24,18.328851155121704
37,20,35,21,41,24,40,31.740021012108144
36,13,11,42,45,49,16,14.35645952269859
30,51,50,18,44,13,45,17.15801623967386
27,51,5,13,39,49,21,0.009796574603275088
7,46,17,29,3,52,24,-21.179743207150988
28,6,14,9,38,30,33,1.6162606126649113
6,38,6,4,14,3,15,5.031169186652916e-05
8,6,23,21,47,21,18,9.956693834621355
52,37,6,32,44,34,29,-21.189315026289734
30,22,23,52,4,7,31,-21.18931501981925
35,17,42,48,30,41,14,16.833291070707194
23,35,45,44,15,9,35,-10.587504891054532
47,9,45,37,52,18,30,24.1053711659819
31,17,22,26,5,11,17,-21.187776459188473
42,36,29,31,41,47,9,10.211735181569981
8,25,20,25,16,26,21,9.957058615410805
45,38,33,7,41,48,16,13.419275111682117
6,17,37,29,13,38,43,0.009885207023657526
21,22,18,19,32,49,4,3.7374222985421572
44,10,44,27,11,32,50,16.86751419594607
27,22,40,51,31,22,20,25.525338646683053
7,39,37,9,45,13,21,1.6162606126649113
21,24,36,45,51,50,40,27.890696894235056
39,9,28,33,18,3,17,5.010400608975093e-05
11,23,29,9,48,11,23,3.0534272723633773
33,11,36,49,6,38,5,-10.666377963216835
23,31,37,33,13,10,20,12.918220289189863
4,36,34,13,31,25,32,-21.1754204056832
30,14,16,52,33,11,43,14.418330055255037
51,18,48,18,28,27,45,28.74577898338522
27,45,31,43,51,50,31,36.056784110013716
41,45,30,4,52,12,30,8.953546964930812
37,30,8,11,50,35,49,-21.18934172712856
19,4,7,7,14,5,3,1.9193579093453619
25,48,43,43,44,11,23,14.418339287592547
21,39,21,35,30,7,13,-21.18940859046811
40,20,31,17,9,23,41,15.085243824660498
12,33,9,48,24,28,50,-10.587781960544811
4,22,24,32,19,40,10,-21.1754204056832
35,22,14,27,19,26,13,15.828796120185963
41,31,7,41,19,12,37,-21.189315024036457
23,45,22,33,32,30,23,28.569423636184744
41,47,48,38,47,49,12,14.114012070813613
28,16,35,47,15,27,39,20.899874934516887
29,21,33,25,15,16,18,20.05152454317434
4,24,4,49,12,49,38,4.978556816008665e-05
28,13,30,43,29,27,29,35.235694908497
23,40,39,39,17,20,34,23.018809408409876
22,42,37,11,36,19,17,4.865260069662167
18,47,34,8,52,47,48,14.795911195362516
3,47,8,47,5,33,37,-21.65624254849112
30,52,21,9,32,41,23,1.6162606126649113
18,17,6,25,23,12,15,-21.189409518990743
34,9,46,51,30,11,7,7.429511024997908
11,32,23,36,42,12,19,4.865260069662167
27,40,3,40,49,49,39,5.0104329797709724e-05
45,42,14,37,22,46,50,18.646884684319957
11,45,36,51,6,12,22,-10.586235955381143
14,49,49,35,51,10,7,7.348468236968929
33,6,23,6,48,16,9,9.847657115268332
33,13,8,33,43,16,42,-21.189315046218606
7,28,39,46,34,31,15,8.569515030065865
9,43,28,19,18,38,11,1.6162606126649113
6,28,33,36,23,30,32,0.009885207023657526
23,37,28,32,20,49,38,27.066735379328325
12,20,19,51,40,19,39,15.53283982115792
34,33,10,37,9,10,23,12.70218484491883
38,26,6,18,29,21,46,-21.18931593695461
15,48,51,49,37,3,8,5.0150366704825684e-05
31,18,17,33,18,28,4,3.7374195690049428
21,22,25,31,44,14,48,18.653175597579345
47,21,23,40,39,35,7,7.470091694688856
15,27,33,47,43,17,22,19.465801325552107
25,11,36,3,23,43,4,3.3111985967652124
26,52,24,20,16,28,17,20.872876698980193
50,18,19,52,12,27,19,17.51040029334743
15,34,14,11,48,29,35,4.865260069662167
34,13,8,38,45,52,24,-21.18931492913745
29,30,39,52,33,11,38,14.418328336427791
33,11,26,46,51,46,5,4.765373527648646
20,38,28,29,47,13,33,17.170837452467413
21,15,3,6,52,19,30,5.006795894074047e-05
5,31,6,6,50,6,44,-21.189494778968857
19,41,18,20,24,31,34,23.383211273750707
7,9,46,48,38,6,39,-21.179665949322086
4,44,24,14,52,29,13,-21.1754204056832
5,9,10,34,23,45,47,-10.642264520520952
11,49,43,23,25,13,50,4.865260069662167
36,32,20,36,24,34,15,18.595826737171095
8,20,19,42,4,7,36,-21.17833677845907
38,29,25,11,12,46,4,3.7373496252100162
24,8,10,13,32,51,29,13.025356404074197
28,26,44,31,20,33,27,27.456864208687392
16,36,51,9,6,42,33,-10.588168162111598
9,37,4,32,4,27,52,2.938296786473173e-05
21,9,10,5,35,15,9,9.390590745417049
6,28,15,29,22,5,15,5.01401431794076e-05
42,20,37,38,52,51,52,45.079389858392084
8,52,23,4,11,39,41,8.47278550088809
4,16,36,13,12,33,15,-21.1754204056832
18,32,42,29,51,40,43,23.74492068711746
22,4,35,33,42,31,8,8.903462729903989
14,16,6,35,36,5,35,0.009796668747039362
7,25,42,34,6,25,51,-21.17966195097283
19,35,52,7,9,21,8,8.851454439081685
21,12,5,27,36,9,45,-21.09292111690169
12,34,13,31,29,8,5,-21.17729536392466
51,48,43,15,25,7,12,-21.189412971823177
18,42,6,11,15,41,3,-21.64847737069221
45,3,8,11,49,11,52,-21.18934589579888
12,12,47,17,51,30,4,3.7375932198343147
51,39,51,35,3,38,36,-21.190332757232323
26,49,29,28,18,12,29,15.807836488229597
25,42,7,9,47,51,14,-21.18983605999363
29,18,46,27,26,36,50,35.588362920931864
10,21,43,19,4,44,37,-21.191049823124498
39,47,37,52,39,16,46,21.357087315669222
18,13,17,21,27,48,9,10.211749934087777
11,7,11,14,22,38,39,4.865260069662167
49,45,7,21,51,8,22,-21.18931499017361
20,49,47,12,12,46,6,6.216188602309834
15,14,8,23,13,30,3,-21.64838362191059
14,46,44,36,7,28,45,-21.19180142677861
40,14,38,36,37,49,7,7.47009143848113
35,44,21,50,51,33,36,28.211073700297938
11,31,27,48,36,26,4,3.736668934341287
25,14,19,40,42,38,12,14.114013647559256
46,6,19,11,51,19,32,4.865260069662167
38,10,27,49,52,31,5,4.76537352583393
15,14,17,28,43,36,27,19.465801325552107
48,44,49,25,27,13,22,17.156893486686148
38,4,9,32,51,28,37,-10.587497919344482
5,25,23,22,7,47,9,-10.634716103865976
47,19,40,13,44,41,50,21.759820460294875
19,24,19,48,16,17,11,12.911291868987893
48,24,50,21,49,46,18,22.456691832783836
14,37,43,3,30,27,4,3.3111985967652124
15,24,47,33,21,24,42,19.530245965692288
11,26,39,37,15,38,3,1.6136492851772608
44,27,29,28,3,40,43,-21.190332760175675
49,9,24,20,43,33,36,28.843838217415154
31,22,19,7,24,37,22,13.419275111682117
39,16,17,20,50,25,21,22.62606161785519
40,31,14,4,42,33,27,9.065226006807828
25,52,47,50,36,10,39,13.041057109617842
7,28,25,12,31,45,3,1.6154500184474974
38,26,9,41,34,22,10,-10.590125863762308
43,45,36,31,36,45,28,36.47793778771395
47,24,11,37,11,30,21,14.009922304786713
21,15,36,9,42,52,27,1.6162606126649113
29,34,29,28,17,29,27,23.137549315455022
32,32,27,11,13,22,47,4.865260069662167
35,40,5,5,20,49,28,0.009793144497322962
23,39,49,30,50,13,17,17.046604509309383
15,41,30,41,46,11,42,14.32524646521779
39,10,11,16,24,37,16,14.355702509012028
10,13,28,47,45,18,35,3.304708763997032
39,40,29,40,40,29,17,20.96790772764709
26,51,38,24,12,42,24,17.54925018743192
40,25,31,18,25,8,13,-21.189408878833962
23,43,46,30,38,35,43,30.686263188225798
17,39,48,34,39,47,47,22.31660581051547
31,32,51,34,45,35,52,41.302119537327286
36,20,35,10,50,17,23,3.304708763997032
30,48,51,15,37,6,42,-21.189320343248763
3,6,14,18,42,51,10,-21.644100847438054
19,18,31,22,7,15,17,-21.191803617632686
49,47,8,49,32,10,15,-21.18940844025447
24,45,7,45,10,26,50,-21.18931492073691
33,16,51,31,51,20,28,26.89093701637822
49,27,37,10,12,35,44,3.304708763997032
9,26,3,12,29,51,48,2.9300098692678278e-05
4,51,30,51,18,33,16,-21.1754204056832
32,46,30,11,31,12,9,4.865260069662167
36,43,24,27,46,9,28,-10.587504832061828
5,31,16,47,28,20,45,-10.642264520520952
22,21,50,49,9,52,36,15.08425818521918
41,20,52,45,21,44,31,28.762267357248895
19,51,28,30,38,22,32,25.11310720509363
42,41,17,34,8,6,18,-21.18932681085833
3,47,16,19,45,23,37,-21.644100847438054
26,49,45,20,38,40,35,31.419515868145766
32,44,29,10,11,28,4,3.304708763997032
35,8,26,18,19,6,17,-21.189300892131577
48,23,38,28,49,42,40,42.49622558392889
11,5,51,23,39,48,14,4.865260069662167
41,33,10,3,35,12,46,4.204136291679013
39,41,8,45,19,44,29,-21.189315026252913
43,21,38,29,42,50,51,43.881733750473046
23,19,33,20,13,38,19,18.25234090079333
23,46,10,7,16,41,4,3.7211367055052365
10,12,48,7,19,3,30,4.143368357095542e-05
52,34,30,51,6,12,12,-10.58699823888388
20,45,12,34,19,16,16,15.682134933686072
33,15,4,11,4,19,39,4.693079594855717e-05
27,36,17,42,8,46,5,-10.666446023851181
34,13,38,24,32,46,46,35.42984135012142
49,12,17,10,12,12,42,3.304708763997032
31,46,12,17,38,22,16,15.821086483719384
3,20,24,19,34,9,8,-20.795225161880406
26,28,45,37,23,45,47,31.274666515581945
42,16,7,41,15,8,37,-21.18931502743524
23,11,47,51,33,49,38,30.427201307053757
37,43,24,13,50,21,36,21.759820460294875
46,29,34,20,46,27,19,23.48011583414595
35,29,52,19,26,39,6,6.21592810231215
51,19,34,43,24,31,14,16.83329543705991
36,36,48,31,7,50,27,-21.191876383401098
12,45,20,11,8,15,32,-10.587102819209882
35,7,3,7,51,7,36,5.0110282207542856e-05
48,29,21,46,21,6,52,-21.18931502402349
23,11,4,40,20,16,9,5.015032578539302e-05
3,47,9,42,9,42,17,-21.644100847438054
43,27,7,19,36,8,12,-21.189408787537356
34,20,22,36,9,21,9,10.269721385844553
45,14,11,49,3,7,40,-21.189315035448715
19,47,23,17,45,27,3,1.6137361834657562
10,19,21,26,25,34,32,3.304708763997032
45,25,13,30,7,20,48,-21.19160239310984
35,18,50,13,38,30,29,21.759820460294875
11,39,41,5,8,15,13,-10.594883742777192
27,31,7,30,11,19,34,-21.189315014463713
51,30,5,15,6,17,49,-21.092926716685913
33,45,11,14,3,35,48,-21.189316828645236
26,40,36,22,27,21,52,28.18337264509147
8,15,38,42,30,34,52,9.957058615410805
4,12,45,52,38,39,18,-21.1754204056832
43,46,18,44,46,29,17,20.555501087399715
5,29,8,38,31,9,46,-21.186475458590277
23,11,34,31,24,9,31,-10.587504779025943
45,26,47,22,3,31,17,-21.19033452586273
4,12,32,51,12,11,19,-21.1754204056832
13,37,37,7,33,22,20,13.486676234716604
14,48,6,39,51,8,41,-21.189426819161667
21,26,3,13,27,8,23,5.0104465938634795e-05
38,30,21,16,18,47,11,12.909966822116475
47,43,11,9,48,13,3,1.6142117745397389
41,43,23,9,35,28,42,1.6162606126649113
13,31,4,13,8,52,10,5.01503926269467e-05
26,3,32,23,22,44,23,20.578824351797916
28,3,36,3,26,24,29,4.204136291679013
31,52,20,30,3,21,3,-21.64837958026824
42,12,25,42,6,16,45,-10.587736581923155
51,12,46,49,11,23,34,16.86615361393401
8,19,42,23,28,9,12,-10.587877253038634
41,35,4,14,21,48,31,5.0104451789132615e-05
24,51,51,41,43,44,38,32.026740811009645
29,52,38,44,28,30,40,36.8321243754271
26,52,10,7,12,3,3,5.01457336673542e-05
19,52,22,12,51,19,9,10.21088819706802
52,45,18,7,45,11,23,12.941120622909391
19,37,36,6,19,9,44,-10.589907521530534
23,21,8,41,41,13,15,-21.189408447869333
3,18,39,11,18,7,14,-21.669437684404574
32,44,39,27,34,43,11,12.911389440303818
27,20,24,25,34,45,33,32.20546549233896
23,44,15,47,41,15,31,19.923995067413973
27,20,39,18,20,40,11,12.91121852853458
26,39,5,49,43,17,9,0.009805577376979758
15,9,37,41,15,50,47,18.87278414510487
5,30,11,15,29,33,13,-10.642264520520952
21,35,4,24,4,18,9,5.015032587488148e-05
38,18,16,39,15,36,10,11.391300317738475
49,34,52,17,43,26,20,25.23550558332686
11,30,18,21,33,49,33,4.865260069662167
26,49,45,6,30,42,9,9.847657115268332
45,31,23,26,34,15,52,19.950378713286266
21,50,13,25,11,23,11,12.430809885465674
5,43,12,50,44,19,17,-10.642264520520952
10,48,18,22,44,39,20,3.304708763997032
44,3,42,52,51,21,38,20.58497417580484
9,4,22,30,15,41,33,1.6162606126649113
37,42,17,24,23,12,37,15.80781987772158
29,13,32,24,31,42,25,31.850321055562397
8,49,21,18,23,19,51,9.957058615410805
30,29,26,12,41,42,52,20.434812639818727
27,26,45,50,13,15,51,17.78302297337587
6,48,20,30,17,37,31,0.009885207023657526
22,36,46,22,23,5,8,0.009805577623895941
42,4,11,5,13,37,17,10.620029624196032
38,31,34,41,16,50,31,21.841113760616302
9,22,45,47,34,21,34,1.6162606126649113
15,47,37,40,49,13,16,16.87411016437526
3,33,38,17,10,46,22,-21.644100847438054
52,45,51,40,18,13,8,8.904110709461984
30,27,29,42,34,44,42,38.45778141283249
31,9,21,10,45,37,26,3.304708763997032
34,41,45,13,43,34,10,11.391414425223507
31,32,52,21,9,49,18,15.093535865093017
14,12,13,44,11,47,32,15.126460714954794
13,10,27,26,28,29,36,16.73688292889791
9,23,40,6,25,19,24,1.6162606126649113
19,51,36,34,45,11,31,14.417071125818927
16,46,15,40,13,27,7,7.470075503371869
38,13,52,39,44,12,8,8.904112349398993
16,14,20,27,41,14,20,18.29805026463527
31,18,17,17,31,46,21,22.638414169819356
42,30,32,49,5,14,23,-21.187981662952048
45,41,43,34,18,50,9,10.21173518159438
7,37,3,26,14,32,10,5.014935080269866e-05
37,6,20,46,52,35,32,26.2027844561059
39,23,42,10,24,26,10,3.304708763997032
49,4,27,12,40,23,34,20.490314209278793
20,40,47,19,45,20,13,15.46966230078677
48,48,34,27,20,25,30,27.44463725793683
29,11,7,12,32,22,39,-21.189344819536704
5,36,23,11,11,19,18,-10.642264520520952
48,48,21,11,43,27,34,4.865260069662167
22,4,13,29,35,11,3,1.6137373334531357
10,35,15,29,30,14,7,3.304708763997032
45,24,51,7,46,3,17,5.0110282207542856e-05
8,31,38,10,51,52,31,3.304708763997032
46,48,37,3,48,28,10,4.204136291679013
50,44,31,44,33,49,7,7.470091691692753
27,46,48,37,38,45,26,33.83742000558564
6,41,40,38,25,3,33,5.0083941091618054e-05
41,49,48,30,18,36,26,24.68047585790418
39,39,14,49,35,4,19,5.010422571219479e-05
18,3,26,46,21,24,31,20.45729782263205
17,35,15,5,10,46,52,10.654174046942918
11,38,6,52,16,50,32,-21.187844757519823
38,48,25,13,40,43,35,21.759820460294875
24,25,13,17,24,7,32,-21.189316156461345
22,50,46,37,49,28,39,29.337859257541346
40,35,25,10,13,35,23,3.304708763997032
15,41,18,30,7,41,38,-21.191905733677938
24,24,44,13,16,18,18,20.38191340844363
48,52,25,47,36,49,52,33.76558140403407
43,15,3,39,31,24,51,5.0104329911180196e-05
44,42,33,14,47,13,22,17.129553178365153
15,36,13,23,15,4,17,5.010488903451975e-05
15,42,43,35,51,52,25,19.52929852516895
52,13,32,37,12,47,15,17.182102257524466
38,45,17,4,48,6,32,-21.202278507493244
22,49,26,7,42,48,13,13.354071585296541
46,19,31,7,19,30,24,13.419275111682117
9,52,23,10,45,33,22,1.6162606126649113
9,11,52,47,25,29,18,1.6162606126649113
42,44,20,30,28,50,46,26.90522984689088
29,23,6,36,22,45,31,-21.189315026725314
7,7,50,39,40,9,21,-21.17789522220714
5,12,15,42,39,34,11,-10.639276470152451
5,10,35,44,49,45,15,-10.642264520520952
51,31,4,3,35,41,26,0.008571661776233405
34,43,45,14,22,52,46,22.982495664585006
26,19,51,52,30,43,40,34.8081823426901
6,9,9,15,47,27,10,7.109335307174162
11,37,38,13,52,26,9,4.865260069662167
27,33,30,19,3,15,45,-21.190364236918462
50,9,20,31,28,13,40,17.160202538401435
41,45,42,16,20,8,46,-21.18931621414289
49,12,29,23,27,26,51,34.11726836035766
26,40,32,34,24,48,26,31.941789844368845
27,41,19,33,23,30,21,25.06531924928569
45,49,28,49,25,11,14,14.069120697847469
12,13,33,17,45,3,41,5.00930613214731e-05
29,44,3,50,46,42,7,5.015032711317532e-05
43,11,19,37,37,3,17,5.010400608975093e-05
42,46,4,42,43,18,52,5.010432983279453e-05
51,50,31,43,4,51,4,-21.177236857948287
52,48,4,20,21,4,33,5.0104330226721395e-05
41,29,6,29,40,42,34,-21.18931502416347
8,24,33,31,40,28,5,4.732695924707586
29,36,16,49,52,15,52,19.92763487485955
44,14,8,31,38,21,31,-21.189315031234532
29,37,3,11,46,48,5,4.7090971199668374e-05
49,21,15,9,4,28,40,-21.19141392756585
3,42,15,39,42,29,23,-21.644100847438054
47,49,3,33,36,31,24,5.010432806023466e-05
32,5,39,40,45,24,11,12.910510041933835
21,42,29,29,15,34,20,20.835659677420708
49,21,12,14,9,42,17,14.535673758800339
44,26,15,4,4,52,7,-21.180968385968633
31,25,50,13,31,20,19,21.36124589320651
45,40,47,45,35,49,43,48.22131478155624
49,23,19,34,30,38,19,23.480106187960534
42,43,15,26,16,41,31,19.451673291718173
26,15,11,52,24,36,9,10.271287993059353
24,7,51,22,25,4,21,5.010436047426479e-05
10,37,39,51,19,42,5,3.304708763997032
18,19,35,45,18,20,49,23.065955552119224
5,7,51,15,28,17,51,-10.642264520520952
4,29,20,40,10,17,19,-21.1754204056832
39,10,47,11,21,3,52,4.693079594855717e-05
26,19,14,23,37,36,10,11.405210527663026
38,4,43,51,45,28,19,23.209346958287618
17,23,41,28,42,3,48,5.0103964218256214e-05
15,44,44,31,29,16,46,19.163153530121747
51,24,52,35,22,50,5,4.765372575163689
13,5,6,51,29,29,40,-21.18945713595629
14,5,44,7,40,51,51,13.419275111682117
26,27,25,5,39,3,46,5.0033934359084014e-05
50,31,29,18,32,46,37,28.756246141355902
39,50,8,50,14,3,39,5.010432983279453e-05
